b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
b,0.32476932,0.09138262,0.17611443,0.008549758,2073.835963,182595.1606,1925.938267,70514.65821,3969.122859,659393.1905,0.103835187,0.001378818,5.54E-07,0.017925883,129.1992188,-4.115469,1358.7185,-0.00209163,7.2951536,-0.000873755,3.3195202
b,0.4096638,0.09365622,0.14259139,0.011362249,2601.253419,435295.0142,2574.045154,65874.55449,5665.901419,1395006.666,0.093739166,0.003543156,2.99E-06,0.014989479,123.046875,-1.6257273,1750.6061,0.024999572,18.432064,-0.006619142,5.8213897
b,0.23544611,0.086967856,0.23084113,0.00282145,1622.734216,64076.8075,1932.100575,27156.87591,3345.717301,434346.376,0.070768904,0.000426633,3.05E-06,0.040377457,135.9991776,-1.3213193,1345.1719,0.00450113,4.415358,0.001382274,2.3962808
b,0.22636129,0.087375924,0.075683355,0.003090702,1407.451019,92504.67374,1596.322763,70737.26971,2687.366516,530742.0372,0.069868791,0.000715755,3.06E-06,0.007677175,143.5546875,-8.451552,3656.8928,0.001833808,3.696402,-0.001601707,0.9393784
b,0.21650775,0.09056893,0.089387245,0.002748696,2446.602444,218388.068,2382.339425,48912.24087,5066.923243,1082283.079,0.119024278,0.00339271,-3.03E-07,0.010155626,123.046875,-10.516363,2149.2395,0.002109635,1.5816493,-0.000340333,0.45009378
b,0.2203841,0.09336556,0.25245178,0.009720287,1747.671634,140252.7523,2099.345393,61144.59243,3553.69022,787245.4334,0.060442538,0.000617946,2.42E-05,0.061993476,99.38401442,-1.7680246,1362.0571,-0.008667563,4.5638566,0.002393789,2.0579484
b,0.23601167,0.08986545,0.050269056,0.00077697,2110.824104,186671.9351,2223.180191,49959.13327,4176.481433,1180204.992,0.099092945,0.002136753,-1.94E-07,0.002996407,129.1992188,-13.190102,3130.1533,0.000577692,1.3255674,0.002789012,0.3729565
b,0.30386093,0.092904575,0.23118532,0.008536197,1816.770245,149392.3765,2065.730432,72965.66197,3737.127953,723481.4563,0.076304736,0.001127565,9.30E-05,0.04099808,95.703125,0.14117742,1282.3969,0.005328664,4.4344163,-0.001245522,2.1941786
b,0.3163577,0.087274894,0.25134283,0.00569862,1734.530161,179196.3892,2119.771212,87917.82529,3796.556463,1266722.871,0.06717105,0.000623448,3.90E-07,0.04404571,161.4990234,0.97236514,1170.0417,0.008791612,4.531384,0.002607864,2.080466
b,0.33868727,0.09288461,0.25858057,0.0067277,1810.881681,113669.2232,2035.001903,57725.78022,3599.429657,503350.8578,0.073304489,0.000597226,7.24E-05,0.03968859,123.046875,1.4363837,1115.997,-0.005376215,4.980598,-0.001706098,2.082156
b,0.25799286,0.08808327,0.20458008,0.006869074,1998.123056,176192.5341,2099.243301,85102.31662,4015.801697,700941.6918,0.10748155,0.001949464,3.11E-05,0.033158515,161.4990234,2.7511275,1285.7961,0.008204811,5.1651444,0.000303084,2.840514
b,0.27475816,0.088550374,0.2700017,0.003778482,1985.87734,186861.3571,2202.783684,104009.973,4099.807671,1068440.807,0.08884617,0.001135757,2.68E-05,0.045978762,135.9991776,4.4294395,881.5811,0.004938955,4.482815,-0.004317736,2.5083835
b,0.24168652,0.091034524,0.25240913,0.007631875,1719.180066,202007.1928,1950.509671,98400.61448,3455.946691,920951.1542,0.069228598,0.000990449,-0.000299806,0.05126581,135.9991776,0.776577,1477.0143,0.011285173,6.8230405,0.00432008,3.7335358
b,0.30952528,0.095846966,0.29710355,0.008091808,1795.471864,149506.6355,1927.322672,87129.5191,3519.478744,649605.3933,0.08018021,0.000664558,0.000548113,0.049597632,143.5546875,4.0330176,1181.7357,3.21E-06,8.496824,-0.002098326,5.206142
b,0.2805246,0.10214867,0.19338702,0.010988873,1470.625507,289047.4923,1829.704025,151134.3281,2979.63206,1461163.149,0.051535901,0.000644514,-4.77E-06,0.0354328,143.5546875,-1.3238634,2270.9668,0.00097225,9.505254,-0.002296944,4.890522
b,0.4761209,0.09402898,0.34952015,0.012100085,1267.803465,124023.5043,1801.449034,68295.88689,2685.766414,812047.0941,0.031873018,0.000416081,3.64E-05,0.11382913,107.6660156,8.48099,1565.1036,-0.004608485,6.041515,0.000546072,3.1795032
b,0.22877187,0.081861526,0.020975675,0.000261122,1487.793267,186005.5309,1809.338974,81911.94711,2881.993474,1020906.363,0.069465678,0.001956839,-8.01E-07,0.000668671,129.1992188,-13.678936,7014.207,-0.002766677,2.6326327,3.60E-05,1.2477802
b,0.17489365,0.08456325,0.04370651,0.001005757,1353.604715,77184.52693,1758.466857,52004.66618,2659.91296,586037.5213,0.043683614,0.000410348,-7.58E-07,0.002852571,123.046875,-13.610013,5514.478,-3.13E-06,1.1897109,0.000681227,0.37977085
b,0.20020913,0.083320335,0.03766232,0.000979896,1628.127296,83565.09225,1879.559786,40397.9484,3131.858503,454098.3903,0.069805737,0.000803637,-9.27E-07,0.002261917,123.046875,-12.8402,4790.8447,-0.00128118,1.3068491,0.000326543,0.46761933
b,0.30678704,0.08952673,0.13312107,0.011579194,1435.971423,276923.4147,1661.970605,96958.10336,2753.495184,1137640.196,0.063926772,0.000879998,1.48E-07,0.01698853,135.9991776,-1.5918801,2958.3142,0.007007523,15.11378,0.001462489,4.813462
b,0.22067994,0.08070471,0.0338844,0.00042542,2079.019152,189790.1932,2121.817547,46715.42048,4294.292857,959271.09,0.121398325,0.002362327,7.00E-07,0.00134546,123.046875,-11.020641,4029.2627,-6.46E-05,1.5601288,-0.000764548,0.5148203
b,0.26491365,0.0982656,0.078233935,0.002810137,1219.713171,143309.5725,1649.625693,84829.92163,2360.110786,924855.9299,0.043321747,0.000389514,-1.56E-06,0.007420778,161.4990234,-6.06235,4407.691,0.007238373,4.6875625,-0.001254781,2.5928307
b,0.27039352,0.09562055,0.07799927,0.002393477,1216.716333,145784.7356,1634.83698,74632.55546,2357.209264,891715.9859,0.04266898,0.000275119,-3.33E-06,0.006739155,172.265625,-5.9481697,4221.5874,0.003731081,4.9230914,0.004195247,2.4703732
b,0.26102927,0.0872388,0.062529944,0.00129309,1468.915826,156230.39,1850.670448,78532.95966,3056.516744,1114772.609,0.067098197,0.001318463,-2.10E-06,0.003704943,89.10290948,-5.4978924,3898.6895,0.001609157,4.4311166,0.000842771,2.1139183
b,0.26082283,0.09067434,0.09246982,0.002149483,1477.684204,187891.0607,1817.28651,88951.57779,3117.212339,1128347.65,0.063625893,0.001258935,3.12E-06,0.00769591,107.6660156,-4.077491,3062.989,-0.006131864,5.5004425,0.000760434,2.6056721
b,0.25445187,0.09177282,0.08859968,0.001660121,1484.353717,253841.9555,1811.541867,100667.7738,3070.160416,1397377.246,0.057283412,0.000840558,3.77E-07,0.006947958,112.3471467,-4.758041,3269.3196,0.001706575,4.895961,0.000142519,3.0704918
b,0.3127171,0.09180331,0.057785988,0.000855939,1785.734906,267267.1579,2047.268852,91988.45189,3796.567782,1314808.005,0.080351651,0.001519966,1.39E-06,0.002980355,129.1992188,-4.688518,3300.4055,0.003346572,6.024023,-0.000796453,3.190301
b,0.29453737,0.09186113,0.09299995,0.001150787,1659.139073,270563.6634,1940.433549,111516.8513,3552.350939,1360968.334,0.068663581,0.001065107,-4.83E-06,0.006498476,161.4990234,-2.7313478,2642.324,0.003146171,6.0546794,0.003073664,4.587864
b,0.25866732,0.09019629,0.101154916,0.00089107,1595.541722,209814.4676,1898.121104,103514.4138,3427.006832,1060403.075,0.061905265,0.000803551,2.16E-06,0.008574436,107.6660156,-3.9097638,2492.7114,0.001468104,3.6684704,-0.001478201,2.5584633
b,0.34580114,0.08997944,0.09688659,0.000653946,1914.362524,237229.3077,2114.221407,86397.50813,4197.303789,1037409.545,0.094660029,0.001624011,-2.81E-06,0.005836683,135.9991776,-2.4024408,1903.5582,0.000277181,4.068072,0.001030654,2.4759018
b,0.29086143,0.09205761,0.12947029,0.000569751,2042.661638,94206.55126,2202.727876,53141.00427,4049.856346,555622.0605,0.089447163,0.000473005,3.36E-06,0.010009256,135.9991776,-4.4183893,1219.9816,0.001156809,3.9692748,-9.74E-05,1.6873484
b,0.29070386,0.09242254,0.099870354,0.001157124,1546.469294,222916.999,1865.062836,112670.5897,3259.34615,1213805.182,0.061604756,0.000531527,-7.20E-06,0.007279084,151.9990809,-2.3463247,2559.0007,-0.003193053,5.0803876,-0.000431751,3.4284084
b,0.32348838,0.089689866,0.27956906,0.003776068,2479.651974,448542.878,2231.48923,141543.6583,4833.609627,1707561.679,0.131486951,0.003065464,-0.001100619,0.04804388,103.359375,0.5306109,819.43835,-0.004330463,8.436726,0.004861369,3.0024545
b,0.3130367,0.095678814,0.21021934,0.004065145,1914.538509,447440.6112,2241.826802,204064.4176,4105.28384,2383337.006,0.073743122,0.001198507,9.38E-07,0.030534098,107.6660156,-2.0635757,1505.8352,0.002689368,10.215393,0.00123648,3.9917421
b,0.24483316,0.08709614,0.4462244,0.010092238,2933.013795,329608.8017,2503.865454,73561.18266,5878.8642,993882.8495,0.165536161,0.003348206,7.64E-06,0.13584511,107.6660156,3.6728978,591.3564,0.031238165,8.321638,0.001094146,4.053624
b,0.28340608,0.0903898,0.48228297,0.016745264,2924.231408,378313.4353,2523.589719,83469.39778,5826.390398,1064424.173,0.155506293,0.004070699,-0.00019322,0.14140272,89.10290948,3.986119,668.91956,0.03669931,10.326538,-0.000795675,3.7666845
b,0.2831851,0.08983246,0.4789262,0.015572907,2878.68926,323031.3634,2517.273356,85712.12471,5773.834783,1041620.522,0.150700221,0.003075466,-0.000247101,0.13689657,89.10290948,4.088964,624.13696,0.012505314,9.030132,-0.003502659,3.671336
b,0.25208637,0.0858978,0.30320138,0.007780423,2985.68535,540910.7898,2670.751362,61466.78867,6210.847459,1084813.083,0.158508114,0.007011723,3.97E-05,0.05266257,117.4538352,2.4883935,737.3462,0.018234305,8.041734,0.000202842,3.872372
b,0.30998817,0.08744134,0.2925269,0.006233847,2914.171182,180904.4941,2680.177634,53799.59662,6206.665935,747955.45,0.146613165,0.001524673,3.59E-07,0.039891973,117.4538352,3.0458002,560.01794,0.000392305,8.950589,-0.00278189,3.9034035
b,0.21513698,0.08598004,0.33821845,0.011096395,2693.136397,395815.3302,2551.985815,109788.9485,5687.785931,1777421.014,0.137929265,0.003341475,-9.74E-05,0.086845346,112.3471467,0.83431125,709.68585,0.015563371,9.084064,-0.001661136,3.5969803
b,0.3046361,0.08701814,0.25055575,0.005688916,2019.47829,378557.5971,2210.65534,126748.7521,4161.473509,1706991.343,0.091106825,0.002031473,-2.01E-05,0.039606072,107.6660156,1.8432919,1137.0955,-0.003481743,11.277793,-0.000401995,5.2681108
b,0.25754523,0.08679132,0.25939375,0.008530167,2733.015108,463903.8729,2527.283412,118521.9417,5685.700772,1835959.092,0.143975788,0.00313687,-8.14E-06,0.049359746,112.3471467,0.35461134,750.7511,0.024874989,8.038103,0.00019455,3.755099
b,0.2647684,0.086645134,0.2638589,0.005449101,2464.749127,280681.6258,2439.598096,95644.34842,5173.499091,1106482.407,0.122947959,0.003060209,-1.04E-05,0.05024504,143.5546875,3.2651129,750.34186,0.001100508,9.494156,-0.000850311,4.8510585
b,0.2290061,0.08905172,0.22769627,0.005275109,1774.206259,282282.8276,1980.388461,121667.1558,3475.916647,1327306.332,0.090270809,0.00156672,-4.40E-06,0.03616342,99.38401442,0.026159089,1676.8081,0.015176791,10.727332,-0.006498853,5.321331
b,0.27027652,0.088160686,0.2655252,0.004995879,2493.831211,289871.0082,2443.668618,95249.69931,5205.888753,1129730.87,0.123840425,0.003020526,-1.63E-05,0.05088957,143.5546875,2.9535375,737.818,0.009141955,9.436377,-8.80E-05,5.0429025
b,0.23483793,0.089433566,0.29633048,0.006331728,2346.554024,366365.6987,2473.420305,151913.4745,5130.643422,1860591.605,0.100417265,0.001215663,3.71E-06,0.06364101,129.1992188,0.84728914,911.0514,0.002617492,10.606944,-0.002256771,5.0114436
b,0.23483793,0.089433566,0.29633048,0.00633173,2346.553815,366365.4651,2473.420232,151913.5651,5130.660063,1860561.135,0.100417265,0.001215663,3.71E-06,0.063641004,129.1992188,0.8472905,911.05133,0.002617543,10.60694,-0.002256769,5.0114417
b,0.29518187,0.089314304,0.2691152,0.006966373,2510.68254,251100.7479,2379.728129,58835.46894,5112.621301,869348.7478,0.125507797,0.002533741,2.36E-05,0.0445902,112.3471467,0.36996746,744.9369,-0.007671761,9.21901,-0.001788501,4.490427
b,0.3008766,0.0922066,0.2594343,0.007949855,2490.499473,283189.6671,2381.085033,43369.62644,5125.349228,816218.7177,0.119538831,0.003127305,3.56E-05,0.042220563,112.3471467,0.3315787,814.1746,-0.000313368,9.686617,0.00073708,4.7951493
b,0.26522768,0.08609162,0.3012436,0.009470126,2691.282247,390049.1881,2367.450791,149428.117,5259.280856,1728618.621,0.154893915,0.003247784,-2.33E-06,0.066844136,161.4990234,0.76694536,701.10657,0.019272646,7.9225807,-0.006568871,3.718308
b,0.2596699,0.08710428,0.27465707,0.004282412,2046.311539,366737.9043,2183.806246,150276.1194,4309.524103,1899087.933,0.088286232,0.001209004,-7.50E-06,0.045866985,99.38401442,1.5270762,1213.36,0.003899968,15.484877,0.001104774,5.7329674
b,0.27055305,0.08665659,0.4407227,0.006697379,2786.480117,409282.138,2501.971568,104701.4402,5633.751271,1459249.873,0.148692045,0.003860369,3.29E-05,0.13165618,107.6660156,3.6860318,643.2121,0.027471092,7.2120957,0.001833647,3.4001644
b,0.2799079,0.08696111,0.4530543,0.006543027,2927.254891,362301.0544,2594.235499,81280.78747,5962.165394,1234300.743,0.156920736,0.003455007,6.74E-06,0.14492658,107.6660156,4.386422,523.14215,0.006617182,5.88293,0.000731977,2.676681
b,0.22501649,0.083933465,0.3038789,0.005427328,2494.865958,361043.2452,2381.153106,165201.7592,5107.583236,2001314.581,0.133485901,0.001968224,-4.17E-05,0.06844583,107.6660156,0.15380485,787.3195,0.014290717,9.871481,-0.011283106,4.123207
b,0.24220581,0.0899903,0.27793393,0.008286067,1951.712355,376601.7944,2148.560517,127125.3829,3967.982067,1835260.825,0.088330003,0.001145861,0.002324338,0.053874668,123.046875,1.4955275,1277.6318,0.018505018,10.489589,0.00421725,5.268826
b,0.2142468,0.08436765,0.31990686,0.003540986,2401.240871,308228.5853,2336.608211,167010.11,4930.351589,1859508.947,0.125819548,0.001018342,1.46E-05,0.07723297,161.4990234,-0.14620326,762.09326,-0.004204379,8.591955,0.001378499,3.8580976
b,0.28294247,0.09008995,0.2644506,0.004929205,2322.981648,365881.2648,2267.97891,122886.2889,4623.511003,1593867.575,0.116610813,0.002352356,-4.02E-06,0.04365301,99.38401442,1.5412154,960.85065,-0.003647652,10.144581,-0.000559495,4.1706963
b,0.25068748,0.08611693,0.46159562,0.009502785,2591.691459,268028.5378,2433.822009,102728.6921,5263.616999,1275758.643,0.131198708,0.001608126,-0.000216001,0.14907244,123.046875,4.1662855,599.4778,0.001540794,6.0411725,0.002099207,2.3481665
b,0.2248043,0.08410574,0.47004414,0.011356899,2457.81831,309416.009,2444.942735,89611.0638,5188.415415,1566656.171,0.120221339,0.001648169,-0.000101494,0.15064068,107.6660156,5.3432703,684.45886,0.001175783,7.270934,-0.005770095,3.1094863
b,0.23839307,0.08665386,0.4813854,0.010382772,2577.260644,257876.8459,2420.32934,101990.2464,5218.105883,1264240.632,0.131538414,0.001537259,-0.000160432,0.16332744,123.046875,4.2276573,608.37964,0.005079166,5.8734965,-0.000526778,2.2388616
b,0.22617672,0.08219484,0.43917724,0.012336756,2522.647042,231836.0751,2420.010046,78575.8126,5170.857953,1187546.268,0.126410341,0.001357559,-0.000271348,0.13752572,107.6660156,5.438251,622.78296,-0.004799638,6.633507,0.000340719,2.9898064
b,0.30958173,0.087264374,0.3775786,0.009602229,3173.232838,327629.0645,2638.539261,45458.20133,6389.920671,923888.0629,0.176647819,0.003381568,0.000114946,0.08336538,117.4538352,3.1892004,493.30136,-0.000869966,8.236812,-0.000911425,3.939802
b,0.22377364,0.086956985,0.4536796,0.015176321,2537.320329,284147.4863,2541.043636,100280.9342,5518.303742,1608805.132,0.117671669,0.001207825,-0.000106408,0.1442611,117.4538352,3.391069,642.58344,-0.004440496,7.929507,-0.002043107,3.6080542
b,0.28142202,0.09008639,0.48204437,0.015617399,2884.97344,320856.4356,2515.96494,84574.85415,5776.412441,1031483.943,0.151258639,0.003009236,-0.000236824,0.13888747,89.10290948,4.0980787,623.25616,-0.000401689,9.066305,0.000434915,3.6862147
b,0.30020273,0.08915268,0.43563688,0.00884246,3023.969468,282615.9063,2547.509455,73011.58995,6006.288004,1008333.401,0.170439319,0.00273026,7.17E-05,0.11880258,107.6660156,4.0663714,512.6727,-0.002172915,5.926885,-0.001718215,3.140217
b,0.35435358,0.08936417,0.3097242,0.00511681,1953.689662,238042.3973,2159.251601,105013.2581,3970.131067,1278151.85,0.081454157,0.000848008,4.54E-06,0.05038957,117.4538352,4.1618376,946.657,-0.003546513,7.1721206,-0.001273689,3.9749563
b,0.34071597,0.08627189,0.43456838,0.006144617,2965.446556,416726.4364,2486.353264,60627.61929,5707.030144,1103689.826,0.16816959,0.004713089,7.11E-05,0.10483923,161.4990234,4.1179085,567.17456,-0.005162616,5.995678,0.003520178,2.7790375
b,0.28755328,0.08517885,0.13368595,0.003196867,1709.646831,284117.2581,1734.743051,89197.40811,3155.714734,921414.2291,0.097927393,0.002762257,-7.86E-06,0.014754028,135.9991776,-6.124655,2013.2749,-0.007214324,5.057055,-0.000355543,1.8935188
b,0.25126508,0.08617418,0.08264341,0.003778518,944.8286417,53862.86325,844.6543889,18371.90944,1803.775043,265472.6082,0.06665709,0.000682677,2.68E-06,0.007565149,129.1992188,-7.98459,5659.7236,0.00299076,2.3538282,0.001605027,0.7770187
b,0.24602503,0.09104836,0.2004742,0.006706693,919.2870417,17479.5069,780.7287856,8288.986428,1719.365543,90261.02632,0.056891837,0.000350401,-1.35E-06,0.038013346,135.9991776,-4.9229765,4152.6885,-0.003440358,2.4945598,0.001915225,1.0558596
b,0.2600577,0.09230896,0.091086015,0.001767473,1125.056845,215214.7372,1259.551682,262498.2039,2158.802088,1216303.973,0.055477235,0.000852594,-1.25E-06,0.007150537,123.046875,-8.585122,4634.372,0.009224628,4.5845704,0.000197131,1.561017
b,0.30506158,0.09159282,0.11594169,0.00155321,1353.093459,128341.5874,1435.864674,85341.41432,2619.295874,558518.5063,0.066795163,0.000722499,-1.17E-06,0.010343284,129.1992188,-6.4791293,3002.1301,0.00036704,5.512336,0.001802341,2.127306
b,0.35134637,0.09094954,0.11193202,0.001715043,2972.77843,2020709.568,2679.036617,341442.9706,5964.401164,4909406.287,0.143391678,0.009811332,-4.27E-06,0.007888995,112.3471467,2.0105815,1717.6685,-0.001236536,16.461935,-0.000214818,7.0673685
b,0.3518177,0.0864688,0.1059567,0.001262258,2789.055407,1679020.079,2577.764233,340851.2927,5627.297141,4669564.932,0.141331497,0.008101163,-4.50E-06,0.006625986,112.3471467,1.9151765,1584.5636,-0.003836812,13.081146,-9.51E-05,5.6125383
b,0.31491217,0.086202554,0.1455665,0.001989757,2416.752102,409530.8888,2310.060556,151938.3657,4920.749112,1853025.554,0.122108822,0.00305155,-5.93E-06,0.014347783,112.3471467,-3.1549137,1075.5536,-0.005554991,6.4608192,0.002072144,2.81988
b,0.30549288,0.08673253,0.17378753,0.00159319,1957.2786,232495.9851,2259.877368,231418.6453,4199.20544,2505779.317,0.089397343,0.00054447,2.08E-06,0.020931544,143.5546875,1.5179658,1206.9802,0.002520356,4.641077,-0.000390184,3.252193
b,0.31492722,0.0871486,0.10690946,0.003666576,1691.244752,208681.4634,1512.536064,87980.98486,3012.302185,778449.2094,0.109248573,0.001600215,4.41E-06,0.011149426,123.046875,-10.560979,2827.791,0.003449735,3.7939126,0.001654452,1.1498305
b,0.31020206,0.08355314,0.16519439,0.000599883,1967.491871,516396.6105,2283.362724,333542.2062,4246.468018,4108080.545,0.089148342,0.001720248,4.82E-06,0.020161567,135.9991776,1.8572398,1331.0839,-0.000257153,5.4476113,-0.000794211,3.398599
b,0.2748185,0.09202917,0.14434125,0.004602391,1723.047216,607916.3465,1791.511825,153615.5884,3191.014038,1889770.171,0.084045977,0.004957032,1.48E-06,0.01930111,129.1992188,-7.253256,2045.3268,0.001153559,5.800646,0.002986722,2.1494877
b,0.28938922,0.09334966,0.18779035,0.005864844,1488.128699,284276.8886,1823.206233,69030.35835,3132.635881,984229.1405,0.047169988,0.000848487,4.09E-07,0.031827066,99.38401442,1.8801843,1961.8643,-0.003750022,8.999536,0.000526187,4.0036607
b,0.27800068,0.08872387,0.2131859,0.005019236,2575.190772,690296.5927,2713.788316,125680.832,5887.176077,2114559.679,0.104986483,0.004473993,2.40E-05,0.030061925,103.359375,-0.5088457,934.6971,0.000658595,9.517201,-0.000245047,3.7203
b,0.30189034,0.08837696,0.23365945,0.007182496,2931.962704,682500.6171,2774.929956,98968.12451,6306.263207,1738619.554,0.14352249,0.006272497,3.83E-06,0.037390687,107.6660156,1.3852143,759.5216,0.00181078,6.944723,0.000236471,3.0684805
b,0.31187296,0.090843804,0.17022532,0.003780473,1642.677658,488937.5608,1840.92776,144263.7665,3359.863936,1774019.406,0.066876585,0.002310406,-1.04E-05,0.021743488,99.38401442,1.2290522,1806.1443,-0.002876967,8.552461,0.002170058,3.2281568
b,0.2922267,0.09007901,0.12827161,0.002659951,1068.255983,65631.19497,1358.566576,50941.24013,2056.296092,312601.6676,0.048607757,0.000278057,-5.28E-06,0.014516919,117.4538352,-3.5314553,3243.974,0.00265376,2.780381,-0.000888161,0.97552717
b,0.31492722,0.0871486,0.10690946,0.003666576,1691.244752,208681.4634,1512.536064,87980.98486,3012.302185,778449.2094,0.109248573,0.001600215,4.41E-06,0.011149426,123.046875,-10.560979,2827.791,0.003449735,3.7939126,0.001654452,1.1498305
b,0.3052589,0.08821074,0.19517839,0.004151912,1723.621998,261564.5472,2043.97042,99591.86208,3681.592414,1099963.287,0.065391552,0.00186408,3.88E-06,0.03112959,92.28515625,-1.62771,1317.7086,0.027348774,5.3987317,-0.003417783,1.6761931
b,0.27233535,0.0884718,0.21318623,0.008494798,1810.308253,223185.5351,2061.755348,75017.97646,3920.976696,845519.3835,0.074067138,0.001273552,-2.51E-06,0.041290578,92.28515625,-2.7806556,1246.363,-0.003262008,4.0730267,0.001150348,1.6329426
b,0.29409447,0.09479295,0.15449055,0.00472164,2403.334555,475577.4873,2488.10983,60368.03072,5334.096251,1015682.251,0.097300384,0.004054373,5.35E-06,0.02210625,103.359375,-0.16065262,1264.0614,0.000347872,5.18268,0.001752715,1.9646349
b,0.2657953,0.090404384,0.17565596,0.004841536,2496.255142,497785.3855,2496.584167,70668.86141,5501.85782,1162498.288,0.10258458,0.004091398,-2.33E-05,0.027538206,103.359375,-1.053952,1118.8054,0.010788053,4.4235234,-0.000238118,1.7362833
b,0.27942944,0.08339085,0.12631568,0.002741203,2009.761885,379090.2196,1880.832246,94668.01902,3674.911112,1113096.709,0.123004547,0.004332592,-4.69E-06,0.013951538,129.1992188,-6.7607155,1668.2937,0.005643936,4.332451,0.001744961,1.7872192
b,0.25627187,0.089567885,0.1825245,0.009169579,2526.473063,272307.245,2337.831331,55068.53651,5221.965633,947740.2839,0.134403316,0.003185869,1.60E-07,0.03648192,103.359375,0.018357703,1134.5223,-0.001854524,4.9938083,-0.000337337,2.0119302
b,0.27251533,0.09024168,0.10916155,0.002345047,1737.387174,544854.7235,2012.7616,257723.5958,3527.553967,3078656.894,0.086607821,0.004474941,-1.29E-06,0.010179936,129.1992188,-5.530844,2446.9849,0.002407847,5.5379567,-0.001719884,2.012342
b,0.30591765,0.093800806,0.219266,0.005459087,2153.42064,601872.9707,2361.645128,119852.7689,4628.148798,2606650.516,0.088472605,0.002972332,1.48E-05,0.03701346,143.5546875,0.844292,1258.1892,0.000315354,7.377999,0.001183408,3.4175348
b,0.33453152,0.08453713,0.26456758,0.004057892,2346.008774,219322.6961,2083.705842,74982.54277,4460.64629,805403.7318,0.131114436,0.001612318,1.88E-06,0.041468702,112.3471467,0.48693684,804.0914,0.010634217,2.8511944,0.00334105,1.2083563
b,0.3274721,0.08525002,0.2496783,0.003294968,2234.678329,181965.6903,2008.453498,59821.61934,4219.756844,681422.9444,0.127288518,0.001328741,-5.37E-06,0.03616217,117.4538352,0.65621525,841.81085,6.51E-05,3.962493,0.00128023,1.914899
b,0.35859498,0.081821874,0.24964876,0.002441197,2284.326656,133164.2062,2039.67711,37492.36344,4273.259168,412767.2356,0.134365265,0.001264003,-1.24E-06,0.03742505,135.9991776,1.2730943,788.2416,-0.001164268,2.6603951,0.00401721,1.1971042
b,0.29993683,0.092991464,0.10708394,0.001537652,1481.163276,91407.36395,1765.578608,58467.93228,3066.168373,499066.8016,0.062380005,0.000448075,2.68E-06,0.008868896,135.9991776,-5.339672,2316.9001,0.004837581,3.7073667,0.001339272,1.9117141
b,0.30646327,0.09056842,0.093829125,0.002100396,1723.551352,101262.9415,1820.128655,55535.29682,3459.282457,424547.1068,0.083643635,0.000566695,-4.16E-07,0.006470979,92.28515625,-6.2815537,2253.5417,-0.001371368,3.596747,-0.000413397,1.9971541
b,0.31397048,0.0902553,0.06909244,0.000759578,1709.433498,211653.6733,1867.304435,95032.4638,3536.487477,891882.4982,0.08279801,0.001170278,4.06E-07,0.003109488,129.1992188,-6.12846,2676.6873,-0.003620499,4.012504,0.000634401,2.206593
b,0.28263062,0.0906323,0.18257192,0.003554794,1317.13457,342567.8839,1756.693228,261537.5443,2514.779922,2308636.167,0.056812476,0.001233814,2.66E-06,0.023381134,123.046875,0.015459575,2440.2356,0.001350052,13.153727,0.000463859,6.473117
b,0.27990875,0.085680544,0.07845848,0.002806817,1995.314435,720144.924,2074.263604,192271.2878,3789.810925,3054999.614,0.111930289,0.005851048,4.67E-07,0.005790677,99.38401442,-7.0361133,2907.7798,0.00532644,7.8720922,0.001241392,3.025336
b,0.33321717,0.09294287,0.17920494,0.003271432,1413.324941,287121.2318,1788.130767,153254.6155,2620.884152,1576859.408,0.061848077,0.001424177,-1.16E-05,0.021548035,123.046875,-0.1498248,2022.469,-0.015214426,8.118203,-0.000199958,3.96408
b,0.42148364,0.09316761,0.14206417,0.003878462,3249.40422,916168.7384,3122.489847,62504.59849,7368.051099,1016643.219,0.151662912,0.010283738,-1.31E-05,0.009647325,117.4538352,0.50522214,1382.6577,0.0062228,19.388279,0.000690619,9.216759
b,0.3183227,0.09115472,0.4156939,0.008432665,2741.492644,460688.5428,2432.911572,98456.55121,5697.885082,1455843.698,0.146944377,0.003321755,0.00011718,0.0782628,123.046875,4.590602,786.5416,0.007822099,7.3703675,-0.001407033,3.1922867
b,0.22344327,0.090794526,0.12376727,0.003435184,2164.729029,456331.227,2442.383085,126847.0592,4935.736821,2094827.479,0.081724751,0.001896266,0.00014527,0.011541932,161.4990234,0.41294867,2376.917,0.004849488,11.967427,-0.000317485,5.252257
b,0.22354004,0.08892532,0.16968343,0.003135247,2160.574356,449972.4746,2297.687879,176766.6411,4512.972711,2536642.036,0.10437692,0.00197893,-9.44E-05,0.025018858,112.3471467,0.23751882,1574.9283,-0.001145374,6.5840807,-0.002011513,4.0040145
b,0.2681053,0.09481066,0.31108233,0.010032562,1932.104201,467001.7079,2327.420975,218198.0749,4299.550424,3024756.854,0.083952741,0.002124935,-5.22E-06,0.08019764,172.265625,3.3011773,1077.6858,0.004468333,7.9313335,0.000134731,4.0038214
b,0.27370363,0.09086307,0.2100977,0.00435686,1884.099602,403111.4203,2290.037348,209018.5648,4017.767231,2791361.307,0.072717793,0.000916343,-9.57E-06,0.030209258,89.10290948,-2.0676107,1537.2737,-0.005685264,12.314938,0.004812301,5.379619
